Modelo,tipo:modelo,horizonte,usa_sentimiento,Acc,B_Acc,F1,ROC
Dummy_MostFreq,ML,1d,1,0.4944852941176471,0.5,0.6617466174661747,0.5
Logistic_Reg,ML,1d,1,0.4963235294117647,0.4972761067928354,0.5340136054421769,0.5024940858398107
Random_Forest,ML,1d,1,0.49264705882352944,0.4976546130449476,0.649746192893401,0.49884420412301456
Hist_GB,ML,1d,1,0.48713235294117646,0.49049678945589725,0.6053748231966054,0.5275566069618114
