Modelo,tipo:modelo,horizonte,usa_sentimiento,Acc,B_Acc,F1,ROC
Dummy_MostFreq,ML,1d,1,0.4944852941176471,0.5,0.6617466174661747,0.5
Logistic_Reg,ML,1d,1,0.5036764705882353,0.504346062859074,0.5296167247386759,0.4968570462994255
Random_Forest,ML,1d,1,0.5036764705882353,0.5087259209192295,0.6582278481012658,0.5023183507941872
Hist_GB,ML,1d,1,0.4889705882352941,0.49239607975667454,0.6084507042253521,0.5144575870226429
