Modelo,tipo:modelo,horizonte,usa_sentimiento,Acc,B_Acc,F1,ROC
Dummy_MostFreq,ML,5d,1,0.5569852941176471,0.5,0.7154663518299882,0.5
Logistic_Reg,ML,5d,1,0.5790441176470589,0.5338112649439218,0.7112232030264817,0.5711214274954466
Random_Forest,ML,5d,1,0.5551470588235294,0.4987743587636772,0.7132701421800948,0.4462840474918861
Hist_GB,ML,5d,1,0.5386029411764706,0.5021773961628527,0.664886515353805,0.49055776946989305
