Modelo,tipo:modelo,horizonte,usa_sentimiento,Acc,B_Acc,F1,ROC
Dummy_MostFreq,ML,5d,0,0.5569852941176471,0.5,0.7154663518299882,0.5
Logistic_Reg,ML,5d,0,0.5220588235294118,0.5157690042863208,0.570957095709571,0.5168919381564713
Random_Forest,ML,5d,0,0.5514705882352942,0.49547402873067387,0.7102137767220903,0.4657984470646235
Hist_GB,ML,5d,0,0.5275735294117647,0.49397450118455827,0.6503401360544218,0.5069361707955028
